State,County,Year_x,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Year_y,Asthma measure,Comparison,Group,County prevalence,County 95% confidence interval,California prevalence,California 95% confidence interval
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347,2015 2016,Current asthma prevalence,Age group,18 64 years,9,(2.7 15.4),8.10%,(7.4 8.9)
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347,2015 2016,Current asthma prevalence,Age group,65+ years,13.3,(1.1 25.6),9.20%,(8.0 10.4)
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,80,25,2015 2016,Current asthma prevalence,Total population,All ages,8.8,(3.7 14.0),8.70%,(8.1 9.3)
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,80,25,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,80,25,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.5,(3.0 14.0),8.30%,(7.7 8.9)
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,80,25,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,80,25,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,80,25,2015 2016,Current asthma prevalence,Age group,18 64 years,6.1,(2.2 9.9),8.10%,(7.4 8.9)
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,80,25,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41,2015 2016,Current asthma prevalence,Total population,All ages,8.8,(3.7 14.0),8.70%,(8.1 9.3)
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.5,(3.0 14.0),8.30%,(7.7 8.9)
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41,2015 2016,Current asthma prevalence,Age group,18 64 years,6.1,(2.2 9.9),8.10%,(7.4 8.9)
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,216,2,2015 2016,Current asthma prevalence,Total population,All ages,,,8.70%,(8.1 9.3)
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,216,2,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,216,2,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.6,(3.3 15.8),8.30%,(7.7 8.9)
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,216,2,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,216,2,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,216,2,2015 2016,Current asthma prevalence,Age group,18 64 years,12,(3.6 20.3),8.10%,(7.4 8.9)
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,216,2,2015 2016,Current asthma prevalence,Age group,65+ years,4.5,(0.4 8.6),9.20%,(8.0 10.4)
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1,2015 2016,Current asthma prevalence,Total population,All ages,,,8.70%,(8.1 9.3)
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,9.6,(3.3 15.8),8.30%,(7.7 8.9)
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1,2015 2016,Current asthma prevalence,Age group,18 64 years,12,(3.6 20.3),8.10%,(7.4 8.9)
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1,2015 2016,Current asthma prevalence,Age group,65+ years,4.5,(0.4 8.6),9.20%,(8.0 10.4)
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,8,0,2015 2016,Current asthma prevalence,Total population,All ages,6.2,(2.0 10.4),8.70%,(8.1 9.3)
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,8,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,8,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.2,(2.3 12.2),8.30%,(7.7 8.9)
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,8,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,8,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,8,0,2015 2016,Current asthma prevalence,Age group,18 64 years,6.8,(0.7 13.0),8.10%,(7.4 8.9)
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,8,0,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0,2015 2016,Current asthma prevalence,Total population,All ages,6.2,(2.0 10.4),8.70%,(8.1 9.3)
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.2,(2.3 12.2),8.30%,(7.7 8.9)
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0,2015 2016,Current asthma prevalence,Age group,18 64 years,6.8,(0.7 13.0),8.10%,(7.4 8.9)
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,200,1,2015 2016,Current asthma prevalence,Total population,All ages,6.7,(3.9 9.5),8.70%,(8.1 9.3)
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,200,1,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,8,(2.4 13.6),10.10%,(8.2 12.0)
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,200,1,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.4,(3.6 9.1),8.30%,(7.7 8.9)
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,200,1,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,200,1,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,200,1,2015 2016,Current asthma prevalence,Age group,18 64 years,5.6,(2.4 8.8),8.10%,(7.4 8.9)
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,200,1,2015 2016,Current asthma prevalence,Age group,65+ years,10.8,(4.9 16.8),9.20%,(8.0 10.4)
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1,2015 2016,Current asthma prevalence,Total population,All ages,6.7,(3.9 9.5),8.70%,(8.1 9.3)
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,8,(2.4 13.6),10.10%,(8.2 12.0)
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.4,(3.6 9.1),8.30%,(7.7 8.9)
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1,2015 2016,Current asthma prevalence,Age group,18 64 years,5.6,(2.4 8.8),8.10%,(7.4 8.9)
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1,2015 2016,Current asthma prevalence,Age group,65+ years,10.8,(4.9 16.8),9.20%,(8.0 10.4)
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,151,0,2015 2016,Current asthma prevalence,Total population,All ages,8.4,(3.9 13.0),8.70%,(8.1 9.3)
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,151,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,151,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.5,(4.1 12.9),8.30%,(7.7 8.9)
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,151,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,151,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,151,0,2015 2016,Current asthma prevalence,Age group,18 64 years,9.3,(3.2 15.3),8.10%,(7.4 8.9)
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,151,0,2015 2016,Current asthma prevalence,Age group,65+ years,6.7,(2.4 11.1),9.20%,(8.0 10.4)
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1,2015 2016,Current asthma prevalence,Total population,All ages,8.4,(3.9 13.0),8.70%,(8.1 9.3)
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.5,(4.1 12.9),8.30%,(7.7 8.9)
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1,2015 2016,Current asthma prevalence,Age group,18 64 years,9.3,(3.2 15.3),8.10%,(7.4 8.9)
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1,2015 2016,Current asthma prevalence,Age group,65+ years,6.7,(2.4 11.1),9.20%,(8.0 10.4)
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0,2015 2016,Current asthma prevalence,Total population,All ages,7.2,(1.2 13.3),8.70%,(8.1 9.3)
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10,(2.4 17.6),8.30%,(7.7 8.9)
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0,2015 2016,Current asthma prevalence,Age group,18 64 years,10.4,(0.2 20.7),8.10%,(7.4 8.9)
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0,2015 2016,Current asthma prevalence,Age group,65+ years,8.7,(2.2 15.3),9.20%,(8.0 10.4)
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,107,64,2015 2016,Current asthma prevalence,Total population,All ages,10.2,(6.3 14.1),8.70%,(8.1 9.3)
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,107,64,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,14.8,(3.1 26.4),10.10%,(8.2 12.0)
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,107,64,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.5,(5.7 11.2),8.30%,(7.7 8.9)
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,107,64,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,107,64,2015 2016,Current asthma prevalence,Age group,5 17 years,18.4,(3.6 33.2),12.30%,(9.7 14.9)
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,107,64,2015 2016,Current asthma prevalence,Age group,18 64 years,9.3,(5.9 12.7),8.10%,(7.4 8.9)
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,107,64,2015 2016,Current asthma prevalence,Age group,65+ years,5.4,(1.8 9.1),9.20%,(8.0 10.4)
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59,2015 2016,Current asthma prevalence,Total population,All ages,10.2,(6.3 14.1),8.70%,(8.1 9.3)
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,14.8,(3.1 26.4),10.10%,(8.2 12.0)
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,8.5,(5.7 11.2),8.30%,(7.7 8.9)
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59,2015 2016,Current asthma prevalence,Age group,5 17 years,18.4,(3.6 33.2),12.30%,(9.7 14.9)
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59,2015 2016,Current asthma prevalence,Age group,18 64 years,9.3,(5.9 12.7),8.10%,(7.4 8.9)
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59,2015 2016,Current asthma prevalence,Age group,65+ years,5.4,(1.8 9.1),9.20%,(8.0 10.4)
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,168,0,2015 2016,Current asthma prevalence,Total population,All ages,9.6,(6.3 12.8),8.70%,(8.1 9.3)
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,168,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,168,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.4,(7.1 13.7),8.30%,(7.7 8.9)
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,168,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,168,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,168,0,2015 2016,Current asthma prevalence,Age group,18 64 years,10.9,(7.2 14.5),8.10%,(7.4 8.9)
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,168,0,2015 2016,Current asthma prevalence,Age group,65+ years,8,(2.9 13.1),9.20%,(8.0 10.4)
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0,2015 2016,Current asthma prevalence,Total population,All ages,9.6,(6.3 12.8),8.70%,(8.1 9.3)
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.4,(7.1 13.7),8.30%,(7.7 8.9)
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0,2015 2016,Current asthma prevalence,Age group,18 64 years,10.9,(7.2 14.5),8.10%,(7.4 8.9)
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0,2015 2016,Current asthma prevalence,Age group,65+ years,8,(2.9 13.1),9.20%,(8.0 10.4)
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,23,1,2015 2016,Current asthma prevalence,Total population,All ages,5.3,(1.0 9.6),8.70%,(8.1 9.3)
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,23,1,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,23,1,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.5,(1.0 12.0),8.30%,(7.7 8.9)
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,23,1,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,23,1,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,23,1,2015 2016,Current asthma prevalence,Age group,18 64 years,,,8.10%,(7.4 8.9)
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,23,1,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0,2015 2016,Current asthma prevalence,Total population,All ages,5.3,(1.0 9.6),8.70%,(8.1 9.3)
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,6.5,(1.0 12.0),8.30%,(7.7 8.9)
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0,2015 2016,Current asthma prevalence,Age group,5 17 years,,,12.30%,(9.7 14.9)
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0,2015 2016,Current asthma prevalence,Age group,18 64 years,,,8.10%,(7.4 8.9)
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0,2015 2016,Current asthma prevalence,Age group,65+ years,,,9.20%,(8.0 10.4)
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,124,7,2015 2016,Current asthma prevalence,Total population,All ages,10.6,(7.5 13.8),8.70%,(8.1 9.3)
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,124,7,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,11.8,(2.1 21.6),10.10%,(8.2 12.0)
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,124,7,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.2,(7.0 13.4),8.30%,(7.7 8.9)
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,124,7,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,124,7,2015 2016,Current asthma prevalence,Age group,5 17 years,14.6,(1.8 27.3),12.30%,(9.7 14.9)
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,124,7,2015 2016,Current asthma prevalence,Age group,18 64 years,10.3,(6.5 14.2),8.10%,(7.4 8.9)
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,124,7,2015 2016,Current asthma prevalence,Age group,65+ years,9.4,(2.6 16.2),9.20%,(8.0 10.4)
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9,2015 2016,Current asthma prevalence,Total population,All ages,10.6,(7.5 13.8),8.70%,(8.1 9.3)
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,11.8,(2.1 21.6),10.10%,(8.2 12.0)
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,10.2,(7.0 13.4),8.30%,(7.7 8.9)
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9,2015 2016,Current asthma prevalence,Age group,5 17 years,14.6,(1.8 27.3),12.30%,(9.7 14.9)
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9,2015 2016,Current asthma prevalence,Age group,18 64 years,10.3,(6.5 14.2),8.10%,(7.4 8.9)
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9,2015 2016,Current asthma prevalence,Age group,65+ years,9.4,(2.6 16.2),9.20%,(8.0 10.4)
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,147,2,2015 2016,Current asthma prevalence,Total population,All ages,7.1,(5.5 8.7),8.70%,(8.1 9.3)
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,147,2,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,6.6,(2.4 10.7),10.10%,(8.2 12.0)
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,147,2,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.3,(5.5 9.1),8.30%,(7.7 8.9)
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,147,2,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,147,2,2015 2016,Current asthma prevalence,Age group,5 17 years,8.7,(2.9 14.5),12.30%,(9.7 14.9)
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,147,2,2015 2016,Current asthma prevalence,Age group,18 64 years,7.3,(5.2 9.4),8.10%,(7.4 8.9)
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,147,2,2015 2016,Current asthma prevalence,Age group,65+ years,7,(4.1 9.9),9.20%,(8.0 10.4)
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0,2015 2016,Current asthma prevalence,Total population,All ages,7.1,(5.5 8.7),8.70%,(8.1 9.3)
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,6.6,(2.4 10.7),10.10%,(8.2 12.0)
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0,2015 2016,Current asthma prevalence,Child vs. adult,18+ years,7.3,(5.5 9.1),8.30%,(7.7 8.9)
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0,2015 2016,Current asthma prevalence,Age group,0 4 years,,,4.50%,(2.3 6.6)
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0,2015 2016,Current asthma prevalence,Age group,5 17 years,8.7,(2.9 14.5),12.30%,(9.7 14.9)
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0,2015 2016,Current asthma prevalence,Age group,18 64 years,7.3,(5.2 9.4),8.10%,(7.4 8.9)
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0,2015 2016,Current asthma prevalence,Age group,65+ years,7,(4.1 9.9),9.20%,(8.0 10.4)
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,133,0,2015 2016,Current asthma prevalence,Total population,All ages,7.7,(3.8 11.5),8.70%,(8.1 9.3)
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,133,0,2015 2016,Current asthma prevalence,Child vs. adult,0 17 years,,,10.10%,(8.2 12.0)
